Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,,Date,some
11/3/2021,44,NV,8361,3675224,,,
11/3/2021,44,WV,716,1591974,,,
11/3/2021,44,NH,5174,1947220,,,
11/3/2021,44,KY,16578,4950129,,,
11/3/2021,44,CT,14633,5468079,,,
11/3/2021,44,VT,5790,1034129,,,
11/3/2021,44,GU,27,256420,,,
11/3/2021,44,AR,10233,3275891,,,
11/3/2021,44,AR,11053,3368888,,,
11/3/2021,44,AK,36,879430,,,
11/3/2021,44,MD,35286,8861113,,,
11/3/2021,44,CO,23115,7816637,,,
11/3/2021,44,US,1330034,425272828,,,
11/3/2021,44,AK,4207,915275,,,
11/3/2021,44,SC,14089,5768771,,,
11/3/2021,44,TX,97572,34834541,,,
11/3/2021,44,ME,9701,2055008,,,
11/3/2021,44,MD,-5975,8590289,,,
11/3/2021,44,FM,112,77873,,,
11/3/2021,44,CT,21165,5556360,,,
11/3/2021,44,MA,26312,10540525,,,
11/3/2021,44,UT,15639,3958480,,,
11/3/2021,44,ID,6156,1740319,,,
11/3/2021,44,NC,36273,12495235,,,
11/3/2021,44,DE,137,1323750,,,
11/3/2021,44,AS,133,66952,,,
11/3/2021,44,PW,206,32402,,,
11/3/2021,44,CA,193237,54323934,,,
11/3/2021,44,IA,19289,3878436,,,
11/3/2021,44,NV,12153,3760224,,,
11/3/2021,44,NJ,45452,12662292,,,
11/3/2021,44,KS,10160,3371975,,,
11/3/2021,44,PA,96309,17811266,,,
11/3/2021,44,WA,37262,10764675,,,
11/3/2021,44,AL,22540,4912357,,,
11/3/2021,44,VA,32715,11897204,,,
11/3/2021,44,MS,9398,3118462,,,
11/2/2021,44,MS,9602,3109064,,,
11/2/2021,44,VA,30071,11864489,,,
11/2/2021,44,KS,13022,3510743,,,
11/2/2021,44,NY,89849,28711547,,,
11/2/2021,44,FL,79979,29478506,,,
11/2/2021,44,FL,41492,28703559,,,
11/2/2021,44,ND,88,811271,,,
11/2/2021,44,OR,24456,5676808,,,
11/2/2021,44,DC,4008,1127203,,,
11/2/2021,44,CA,73133,54511378,,,
11/2/2021,44,ID,7985,1913820,,,
11/2/2021,44,WY,8915,578131,,,
11/2/2021,44,MI,43620,11808506,,,
11/2/2021,44,UT,9965,3709478,,,
11/2/2021,44,NM,11536,2920925,,,
11/2/2021,44,SC,18591,5900198,,,
11/2/2021,44,MP,272,73730,,,
11/2/2021,44,MP,378,73354,,,
11/2/2021,44,AZ,14994,8854031,,,
11/2/2021,44,WI,30727,7615623,,,
11/2/2021,44,IL,36469,16307219,,,
11/2/2021,44,MH,37,43876,,,
11/2/2021,44,GA,21,11482176,,,
11/2/2021,44,VI,90,109330,,,
11/2/2021,44,RI,2860,1579259,,,
11/2/2021,44,VA,46499,12302582,,,
11/2/2021,44,MT,10240,1202088,,,
11/2/2021,44,SD,5916,1065258,,,
11/2/2021,44,IN,7527,7269788,,,
11/2/2021,44,DC,2194,1077901,,,
11/2/2021,44,VT,4551,990301,,,
11/2/2021,44,FM,0,75359,,,
11/2/2021,44,NJ,36473,12391439,,,
11/2/2021,44,NE,19439,2356925,,,
11/2/2021,44,ME,19899,1991085,,,
11/2/2021,44,WV,8166,2196729,,,
11/2/2021,44,ND,4484,858648,,,
11/2/2021,44,TN,55143,7513124,,,
11/2/2021,44,MS,0,2978295,,,
11/2/2021,44,WA,102215,10428348,,,
11/2/2021,44,IL,61659,16501778,,,
11/2/2021,44,NY,39115,27714684,,,
11/2/2021,44,MT,6818,1248139,,,
11/2/2021,44,PA,67176,17011510,,,
11/2/2021,44,HI,6785,2197930,,,
11/2/2021,44,AL,16067,5016010,,,
11/2/2021,44,PW,0,31686,,,
11/2/2021,44,TN,24639,7872463,,,
11/2/2021,44,DE,5312,1359293,,,
11/2/2021,44,US,1487749,432390764,,,
11/2/2021,44,GU,132,268521,,,
11/2/2021,44,MH,0,42528,,,
11/2/2021,44,MA,41587,10656635,,,
11/2/2021,44,OK,5943,4515047,,,
11/2/2021,44,TX,92457,35713752,,,
11/2/2021,44,GA,37308,11696353,,,
11/2/2021,44,IN,22841,7388006,,,
11/2/2021,44,VI,405,114785,,,
11/2/2021,44,OH,50379,13411713,,,
11/2/2021,44,MN,7435,7266552,,,
11/2/2021,44,WI,12228,7403989,,,
11/2/2021,44,MN,32161,7545197,,,
11/2/2021,44,CO,30869,8028293,,,
11/2/2021,44,MI,16857,11566071,,,
11/2/2021,44,LA,14387,4980562,,,
11/2/2021,44,AL,5087,4889817,,,
11/2/2021,44,WA,37613,10727413,,,
11/2/2021,44,PA,3340,17714957,,,
11/2/2021,44,KS,4879,3361815,,,
11/2/2021,44,NH,15683,1942046,,,
11/2/2021,44,NE,9328,2420016,,,
11/2/2021,44,NC,48508,12835233,,,
11/2/2021,44,IA,41374,3771944,,,
11/2/2021,44,AS,0,65780,,,
11/2/2021,44,HI,2701,1984684,,,
11/2/2021,44,RI,5798,1619628,,,
11/2/2021,44,LA,4312,4888184,,,
11/2/2021,44,PR,16080,5279732,,,
11/2/2021,44,MO,24357,6958996,,,
11/2/2021,44,OK,15019,4619197,,,
11/2/2021,44,SD,8894,1037671,,,
11/2/2021,44,WV,307,1591258,,,
11/2/2021,44,NV,6681,3666863,,,
11/2/2021,44,PR,3735,5039450,,,
11/2/2021,44,NH,7012,1965714,,,
11/2/2021,44,OH,18416,13106301,,,
11/2/2021,44,WY,2661,598360,,,
11/2/2021,44,KY,19184,5077085,,,
11/2/2021,44,AZ,26317,9106911,,,
11/2/2021,44,MO,8406,6829201,,,
11/2/2021,44,NM,3080,2838622,,,
11/2/2021,44,OR,20633,5829965,,,
11/2/2021,44,NJ,40288,12616840,,,
11/2/2021,44,NV,11986,3748071,,,
11/2/2021,44,MA,17030,10514213,,,
11/2/2021,44,CT,20942,5535195,,,
11/2/2021,44,FM,186,77761,,,
11/2/2021,44,AR,11465,3357835,,,
11/2/2021,44,CT,8782,5453446,,,
11/2/2021,44,KY,5510,4933551,,,
11/2/2021,44,AR,2830,3265658,,,
11/2/2021,44,GU,24,256393,,,
11/2/2021,44,VT,5866,1028339,,,
11/2/2021,44,MD,27374,8596264,,,
11/2/2021,44,ME,10935,2045307,,,
11/2/2021,44,TX,80131,34736969,,,
11/2/2021,44,SC,8430,5754682,,,
11/2/2021,44,MD,34868,8825827,,,
11/2/2021,44,AK,1453,879394,,,
11/2/2021,44,AK,2749,911068,,,
11/2/2021,44,US,937410,423942794,,,
11/2/2021,44,CO,14570,7793522,,,
11/2/2021,44,IA,17364,3859147,,,
11/2/2021,44,CA,192965,54130697,,,
11/2/2021,44,PW,0,32196,,,
11/2/2021,44,AS,0,66819,,,
11/2/2021,44,NC,20966,12458962,,,
11/2/2021,44,ID,3198,1734163,,,
11/2/2021,44,UT,14121,3942841,,,
11/2/2021,44,DE,32859,1323613,,,
11/1/2021,44,DE,31,1290754,,,
11/1/2021,44,CO,26867,7997424,,,
11/1/2021,44,MN,28826,7513036,,,
11/1/2021,44,DC,3244,1075707,,,
11/1/2021,44,IN,16740,7262261,,,
11/1/2021,44,SD,4849,1059342,,,
11/1/2021,44,NM,9354,2909389,,,
11/1/2021,44,UT,1,3699513,,,
11/1/2021,44,MI,42936,11764886,,,
11/1/2021,44,FL,87761,29398527,,,
11/1/2021,44,NY,87979,28621698,,,
11/1/2021,44,VA,42260,11834418,,,
11/1/2021,44,MS,8800,3099462,,,
11/1/2021,44,KS,12268,3497721,,,
11/1/2021,44,WY,48,569216,,,
11/1/2021,44,DC,4234,1123195,,,
11/1/2021,44,OR,509,5652352,,,
11/1/2021,44,ND,7779,811183,,,
11/1/2021,44,FL,67528,28662067,,,
11/1/2021,44,ID,7037,1905835,,,
11/1/2021,44,CA,135060,54438245,,,
11/1/2021,44,MT,51,1191848,,,
11/1/2021,44,MP,292,73458,,,
11/1/2021,44,SC,19407,5881607,,,
11/1/2021,44,VA,49337,12256083,,,
11/1/2021,44,RI,5329,1576399,,,
11/1/2021,44,VI,52,109240,,,
11/1/2021,44,GA,467,11482155,,,
11/1/2021,44,MH,0,43839,,,
11/1/2021,44,IL,53633,16270750,,,
11/1/2021,44,AZ,24765,8839037,,,
11/1/2021,44,MP,240,72976,,,
11/1/2021,44,WI,27864,7584896,,,
11/1/2021,44,WI,16770,7391761,,,
11/1/2021,44,PW,0,31686,,,
11/1/2021,44,AL,15481,4999943,,,
11/1/2021,44,HI,7099,2191145,,,
11/1/2021,44,PA,65466,16944334,,,
11/1/2021,44,MT,4799,1241321,,,
11/1/2021,44,NY,43163,27675569,,,
11/1/2021,44,ME,1164,1971186,,,
11/1/2021,44,NE,1147,2337486,,,
11/1/2021,44,FM,0,75359,,,
11/1/2021,44,VT,5688,985750,,,
11/1/2021,44,NJ,20605,12354966,,,
11/1/2021,44,IL,57883,16440119,,,
11/1/2021,44,WA,70,10326133,,,
11/1/2021,44,MS,205,2978295,,,
11/1/2021,44,ND,3526,854164,,,
11/1/2021,44,WV,6971,2188563,,,
11/1/2021,44,TN,203,7457981,,,
11/1/2021,44,MN,21745,7259117,,,
11/1/2021,44,MA,40450,10615048,,,
11/1/2021,44,DE,5561,1353981,,,
11/1/2021,44,TN,26477,7847824,,,
11/1/2021,44,GU,680,268389,,,
11/1/2021,44,US,1444653,430903015,,,
11/1/2021,44,OH,50894,13361334,,,
11/1/2021,44,VI,67,114380,,,
11/1/2021,44,IN,22814,7365165,,,
11/1/2021,44,GA,37203,11659045,,,
11/1/2021,44,TX,95865,35621295,,,
11/1/2021,44,OK,7773,4509104,,,
11/1/2021,44,UT,14932,3928720,,,
11/1/2021,44,ID,5050,1730965,,,
11/1/2021,44,NC,45251,12437996,,,
11/1/2021,44,AZ,26751,9080594,,,
11/1/2021,44,KY,17667,5057901,,,
11/1/2021,44,LA,105,4883872,,,
11/1/2021,44,RI,6848,1613830,,,
11/1/2021,44,LA,12828,4966175,,,
11/1/2021,44,MI,32050,11549214,,,
11/1/2021,44,HI,1196,1981983,,,
11/1/2021,44,AS,0,65780,,,
11/1/2021,44,IA,4,3730570,,,
11/1/2021,44,NC,45715,12786725,,,
11/1/2021,44,NE,8121,2410688,,,
11/1/2021,44,KS,7962,3356936,,,
11/1/2021,44,PA,50443,17711617,,,
11/1/2021,44,WA,34323,10689800,,,
11/1/2021,44,AL,9903,4884730,,,
11/1/2021,44,NH,10429,1926363,,,
11/1/2021,44,WY,1881,595699,,,
11/1/2021,44,OH,36784,13087885,,,
11/1/2021,44,NH,6481,1958702,,,
11/1/2021,44,MO,23073,6934639,,,
11/1/2021,44,PR,15059,5263652,,,
11/1/2021,44,PR,7809,5035715,,,
11/1/2021,44,SD,667,1028777,,,
11/1/2021,44,OK,14956,4604178,,,
11/1/2021,44,NV,11458,3660182,,,
11/1/2021,44,WV,46,1590951,,,
11/1/2021,44,AS,68,66819,,,
11/1/2021,44,CA,180390,53937732,,,
11/1/2021,44,IA,16542,3841783,,,
11/1/2021,44,VT,5432,1022473,,,
11/1/2021,44,GU,41,256369,,,
11/1/2021,44,AR,5841,3262828,,,
11/1/2021,44,NV,11706,3736085,,,
11/1/2021,44,NJ,41671,12576552,,,
11/1/2021,44,MH,0,42528,,,
11/1/2021,44,NM,6127,2835542,,,
11/1/2021,44,MO,950,6820795,,,
11/1/2021,44,OR,16625,5809332,,,
11/1/2021,44,KY,13196,4928041,,,
11/1/2021,44,CT,42775,5444664,,,
11/1/2021,44,FM,139,77575,,,
11/1/2021,44,CT,20349,5514253,,,
11/1/2021,44,MA,32815,10497183,,,
11/1/2021,44,AR,10717,3346370,,,
11/1/2021,44,CO,30199,7778952,,,
11/1/2021,44,US,935285,423005384,,,
11/1/2021,44,AK,2695,908319,,,
11/1/2021,44,SC,16121,5746252,,,
11/1/2021,44,TX,58275,34656838,,,
11/1/2021,44,ME,8605,2034372,,,
11/1/2021,44,MD,17749,8568890,,,
11/1/2021,44,AK,6320,877941,,,
11/1/2021,44,MD,35783,8790959,,,
11/1/2021,44,PW,1,32196,,,
10/31/2021,44,PW,0,32195,,,
10/31/2021,44,MD,11306,8755176,,,
10/31/2021,44,AK,73,871621,,,
10/31/2021,44,VI,35,114313,,,
10/31/2021,44,OH,14857,13310440,,,
10/31/2021,44,IL,118217,16217117,,,
10/31/2021,44,MH,0,43839,,,
10/31/2021,44,GA,839,11481688,,,
10/31/2021,44,VI,0,109188,,,
10/31/2021,44,RI,6956,1571070,,,
10/31/2021,44,VA,16244,12206746,,,
10/31/2021,44,KS,2617,3485453,,,
10/31/2021,44,SD,579,1054493,,,
10/31/2021,44,IN,34978,7245521,,,
10/31/2021,44,DC,3881,1072463,,,
10/31/2021,44,DE,146,1290723,,,
10/31/2021,44,MN,6410,7484210,,,
10/31/2021,44,CO,8858,7970557,,,
10/31/2021,44,MS,1609,3090662,,,
10/31/2021,44,VA,49883,11792158,,,
10/31/2021,44,MI,14137,11721950,,,
10/31/2021,44,UT,292,3699512,,,
10/31/2021,44,NM,3485,2900035,,,
10/31/2021,44,NY,30954,28533719,,,
10/31/2021,44,FL,32542,29310766,,,
10/31/2021,44,SC,5500,5862200,,,
10/31/2021,44,MP,0,73166,,,
10/31/2021,44,WY,199,569168,,,
10/31/2021,44,MT,243,1191797,,,
10/31/2021,44,FL,89150,28594539,,,
10/31/2021,44,ND,387,803404,,,
10/31/2021,44,OR,25838,5651843,,,
10/31/2021,44,DC,1157,1118961,,,
10/31/2021,44,CA,211972,54303185,,,
10/31/2021,44,ID,1570,1898798,,,
10/31/2021,44,US,434099,429458362,,,
10/31/2021,44,GU,16,267709,,,
10/31/2021,44,NJ,33261,12334361,,,
10/31/2021,44,WI,33356,7374991,,,
10/31/2021,44,MP,0,72736,,,
10/31/2021,44,AZ,27991,8814272,,,
10/31/2021,44,WI,6881,7557032,,,
10/31/2021,44,VT,5558,980062,,,
10/31/2021,44,FM,0,75359,,,
10/31/2021,44,NY,81755,27632406,,,
10/31/2021,44,MT,860,1236522,,,
10/31/2021,44,PA,18842,16878868,,,
10/31/2021,44,HI,1859,2184046,,,
10/31/2021,44,AL,3596,4984462,,,
10/31/2021,44,PW,28,31686,,,
10/31/2021,44,NE,435,2336339,,,
10/31/2021,44,ME,1024,1970022,,,
10/31/2021,44,TN,6645,7821347,,,
10/31/2021,44,DE,2102,1348420,,,
10/31/2021,44,TN,725,7457778,,,
10/31/2021,44,MS,380,2978090,,,
10/31/2021,44,WA,313,10326063,,,
10/31/2021,44,IL,20106,16382236,,,
10/31/2021,44,WV,1835,2181592,,,
10/31/2021,44,ND,129,850638,,,
10/31/2021,44,MA,13317,10574598,,,
10/31/2021,44,MN,36031,7237372,,,
10/31/2021,44,MD,62353,8551141,,,
10/31/2021,44,ME,2474,2025767,,,
10/31/2021,44,TX,89050,34598563,,,
10/31/2021,44,SC,21339,5730131,,,
10/31/2021,44,PR,16197,5027906,,,
10/31/2021,44,MI,48585,11517164,,,
10/31/2021,44,LA,2616,4953347,,,
10/31/2021,44,OK,18856,4501331,,,
10/31/2021,44,TX,32479,35525430,,,
10/31/2021,44,GA,11265,11621842,,,
10/31/2021,44,IN,5364,7342351,,,
10/31/2021,44,RI,1959,1606982,,,
10/31/2021,44,LA,17445,4883767,,,
10/31/2021,44,NC,44808,12392745,,,
10/31/2021,44,ID,9765,1725915,,,
10/31/2021,44,UT,1999,3913788,,,
10/31/2021,44,KY,3950,5040234,,,
10/31/2021,44,AZ,9499,9053843,,,
10/31/2021,44,PR,3185,5248593,,,
10/31/2021,44,AL,8220,4874827,,,
10/31/2021,44,WA,11312,10655477,,,
10/31/2021,44,PA,67445,17661174,,,
10/31/2021,44,KS,15844,3348974,,,
10/31/2021,44,NE,2168,2402567,,,
10/31/2021,44,NC,13482,12741010,,,
10/31/2021,44,IA,319,3730566,,,
10/31/2021,44,AS,0,65780,,,
10/31/2021,44,HI,3451,1980787,,,
10/31/2021,44,MO,5659,6911566,,,
10/31/2021,44,NH,2355,1915934,,,
10/31/2021,44,NH,3060,1952221,,,
10/31/2021,44,OH,60070,13051101,,,
10/31/2021,44,WY,521,593818,,,
10/31/2021,44,AK,661,905624,,,
10/31/2021,44,US,1412416,422070099,,,
10/31/2021,44,CO,37335,7748753,,,
10/31/2021,44,OR,5758,5792707,,,
10/31/2021,44,IA,3613,3825241,,,
10/31/2021,44,CA,50839,53757342,,,
10/31/2021,44,AS,0,66751,,,
10/31/2021,44,OK,3951,4589222,,,
10/31/2021,44,SD,630,1028110,,,
10/31/2021,44,WV,498,1590905,,,
10/31/2021,44,NV,12302,3648724,,,
10/31/2021,44,MO,18004,6819845,,,
10/31/2021,44,NM,9550,2829415,,,
10/31/2021,44,AR,13435,3256987,,,
10/31/2021,44,GU,706,256328,,,
10/31/2021,44,VT,1203,1017041,,,
10/31/2021,44,MH,0,42528,,,
10/31/2021,44,NJ,14073,12534881,,,
10/31/2021,44,NV,4367,3724379,,,
10/31/2021,44,AR,1526,3335653,,,
10/31/2021,44,CT,853,5401889,,,
10/31/2021,44,KY,23593,4914845,,,
10/31/2021,44,MA,39323,10464368,,,
10/31/2021,44,CT,6867,5493904,,,
10/31/2021,44,FM,77,77436,,,
10/30/2021,43,FM,80,77359,,,
10/30/2021,43,CT,13721,5487037,,,
10/30/2021,43,MA,32580,10425045,,,
10/30/2021,43,MA,19780,10561281,,,
10/30/2021,43,MT,7095,1191554,,,
10/30/2021,43,CO,20952,7961699,,,
10/30/2021,43,MN,10905,7477800,,,
10/30/2021,43,VA,29353,12190502,,,
10/30/2021,43,RI,5910,1564114,,,
10/30/2021,43,VI,344,109188,,,
10/30/2021,43,GA,120121,11480849,,,
10/30/2021,43,MH,11,43839,,,
10/30/2021,43,IL,77230,16098900,,,
10/30/2021,43,AK,4327,871548,,,
10/30/2021,43,MD,18804,8743870,,,
10/30/2021,43,PW,28,32195,,,
10/30/2021,43,OH,29765,13295583,,,
10/30/2021,43,VI,44,114278,,,
10/30/2021,43,DE,121,1290577,,,
10/30/2021,43,KS,5763,3482836,,,
10/30/2021,43,DC,3693,1068582,,,
10/30/2021,43,IN,28158,7210543,,,
10/30/2021,43,SD,2118,1053914,,,
10/30/2021,43,WY,210,568969,,,
10/30/2021,43,VA,48440,11742275,,,
10/30/2021,43,MS,3622,3089053,,,
10/30/2021,43,MP,343,73166,,,
10/30/2021,43,SC,9751,5856700,,,
10/30/2021,43,NM,5185,2896550,,,
10/30/2021,43,UT,34024,3699220,,,
10/30/2021,43,MI,22208,11707813,,,
10/30/2021,43,FL,55537,29278224,,,
10/30/2021,43,NY,52249,28502765,,,
10/30/2021,43,ND,1458,850509,,,
10/30/2021,43,WV,3317,2179757,,,
10/30/2021,43,WI,12199,7550151,,,
10/30/2021,43,GU,1126,267693,,,
10/30/2021,43,US,813626,429024263,,,
10/30/2021,43,DC,1986,1117804,,,
10/30/2021,43,OR,23646,5626005,,,
10/30/2021,43,ND,5028,803017,,,
10/30/2021,43,FL,87987,28505389,,,
10/30/2021,43,ID,3568,1897228,,,
10/30/2021,43,CA,181838,54091213,,,
10/30/2021,43,AZ,29229,8786281,,,
10/30/2021,43,MP,313,72736,,,
10/30/2021,43,NJ,42324,12301100,,,
10/30/2021,43,WI,35207,7341635,,,
10/30/2021,43,IL,34671,16362130,,,
10/30/2021,43,WA,40490,10325750,,,
10/30/2021,43,MS,195,2977710,,,
10/30/2021,43,ME,10276,1968998,,,
10/30/2021,43,NE,8311,2335904,,,
10/30/2021,43,FM,0,75359,,,
10/30/2021,43,VT,5785,974504,,,
10/30/2021,43,AL,6564,4980866,,,
10/30/2021,43,HI,5971,2182187,,,
10/30/2021,43,PA,37485,16860026,,,
10/30/2021,43,MT,1384,1235662,,,
10/30/2021,43,NY,78738,27550651,,,
10/30/2021,43,TN,28580,7457053,,,
10/30/2021,43,PW,66,31658,,,
10/30/2021,43,DE,2669,1346318,,,
10/30/2021,43,TN,12477,7814702,,,
10/30/2021,43,KY,20321,4891252,,,
10/30/2021,43,CT,21715,5401036,,,
10/30/2021,43,MO,12483,6905907,,,
10/30/2021,43,IN,12190,7336987,,,
10/30/2021,43,GA,20030,11610577,,,
10/30/2021,43,TX,57857,35492951,,,
10/30/2021,43,OK,17134,4482475,,,
10/30/2021,43,MN,37601,7201341,,,
10/30/2021,43,LA,2927,4950731,,,
10/30/2021,43,MI,46592,11468579,,,
10/30/2021,43,SC,19548,5708792,,,
10/30/2021,43,TX,108037,34509513,,,
10/30/2021,43,ME,5212,2023293,,,
10/30/2021,43,MD,196,8488788,,,
10/30/2021,43,PR,14313,5011709,,,
10/30/2021,43,HI,7964,1977336,,,
10/30/2021,43,AS,129,65780,,,
10/30/2021,43,IA,20513,3730247,,,
10/30/2021,43,NC,25334,12727528,,,
10/30/2021,43,NE,5099,2400399,,,
10/30/2021,43,UT,5992,3911789,,,
10/30/2021,43,ID,7904,1716150,,,
10/30/2021,43,NC,53479,12347937,,,
10/30/2021,43,LA,19159,4866322,,,
10/30/2021,43,RI,3652,1605023,,,
10/30/2021,43,KS,14749,3333130,,,
10/30/2021,43,PA,78706,17593729,,,
10/30/2021,43,WA,26315,10644165,,,
10/30/2021,43,AL,19185,4866607,,,
10/30/2021,43,AZ,13339,9044344,,,
10/30/2021,43,KY,7912,5036284,,,
10/30/2021,43,PR,8854,5245408,,,
10/30/2021,43,AR,3730,3334127,,,
10/30/2021,43,NV,12244,3636422,,,
10/30/2021,43,WV,769,1590407,,,
10/30/2021,43,CO,31058,7711418,,,
10/30/2021,43,US,1636930,420657683,,,
10/30/2021,43,AK,1906,904963,,,
10/30/2021,43,NH,5450,1913579,,,
10/30/2021,43,WY,1597,593297,,,
10/30/2021,43,OH,61134,12991031,,,
10/30/2021,43,NH,4051,1949161,,,
10/30/2021,43,SD,5814,1027480,,,
10/30/2021,43,OK,6323,4585271,,,
10/30/2021,43,OR,13316,5786949,,,
10/30/2021,43,AS,0,66751,,,
10/30/2021,43,CA,103355,53706503,,,
10/30/2021,43,IA,7126,3821628,,,
10/30/2021,43,NV,7309,3720012,,,
10/30/2021,43,NJ,26517,12520808,,,
10/30/2021,43,MH,503,42528,,,
10/30/2021,43,NM,8066,2819865,,,
10/30/2021,43,MO,52520,6801841,,,
10/30/2021,43,VT,2885,1015838,,,
10/30/2021,43,GU,0,255622,,,
10/30/2021,43,AR,11854,3243552,,,
10/29/2021,43,AR,15153,3231698,,,
10/29/2021,43,GU,664,255622,,,
10/29/2021,43,VT,6590,1012953,,,
10/29/2021,43,PW,0,31592,,,
10/29/2021,43,SC,23868,5846949,,,
10/29/2021,43,MP,325,72823,,,
10/29/2021,43,VI,409,114234,,,
10/29/2021,43,OH,64982,13265818,,,
10/29/2021,43,MT,6094,1184459,,,
10/29/2021,43,MA,36430,10392465,,,
10/29/2021,43,CT,24758,5473316,,,
10/29/2021,43,FM,256,77279,,,
10/29/2021,43,MA,46469,10541501,,,
10/29/2021,43,PW,67,32167,,,
10/29/2021,43,MD,36645,8725066,,,
10/29/2021,43,AK,3690,867221,,,
10/29/2021,43,MN,34968,7466895,,,
10/29/2021,43,CO,36380,7940747,,,
10/29/2021,43,IL,316351,16021670,,,
10/29/2021,43,MH,309,43828,,,
10/29/2021,43,GA,668,11360728,,,
10/29/2021,43,VI,288,108844,,,
10/29/2021,43,RI,5850,1558204,,,
10/29/2021,43,VA,56928,12161149,,,
10/29/2021,43,MS,9457,3085431,,,
10/29/2021,43,VA,2270,11693835,,,
10/29/2021,43,DE,142,1290456,,,
10/29/2021,43,WY,3115,568759,,,
10/29/2021,43,KS,17866,3477073,,,
10/29/2021,43,SD,5431,1051796,,,
10/29/2021,43,IN,38720,7182385,,,
10/29/2021,43,DC,9346,1064889,,,
10/29/2021,43,TN,30747,7428473,,,
10/29/2021,43,CA,189529,53909375,,,
10/29/2021,43,ID,9461,1893660,,,
10/29/2021,43,WV,12384,2176440,,,
10/29/2021,43,ND,4912,849051,,,
10/29/2021,43,MI,51948,11685605,,,
10/29/2021,43,UT,227,3665196,,,
10/29/2021,43,NM,13685,2891365,,,
10/29/2021,43,NY,108350,28450516,,,
10/29/2021,43,FL,99369,29222687,,,
10/29/2021,43,FL,62595,28417402,,,
10/29/2021,43,ND,3423,797989,,,
10/29/2021,43,OR,22603,5602359,,,
10/29/2021,43,DC,4060,1115818,,,
10/29/2021,43,WI,34014,7537952,,,
10/29/2021,43,US,1769732,428210637,,,
10/29/2021,43,GU,1362,266567,,,
10/29/2021,43,NY,83936,27471913,,,
10/29/2021,43,MT,6413,1234278,,,
10/29/2021,43,PA,76650,16822541,,,
10/29/2021,43,HI,9793,2176216,,,
10/29/2021,43,AL,20731,4974302,,,
10/29/2021,43,WI,32619,7306428,,,
10/29/2021,43,MP,95,72423,,,
10/29/2021,43,AZ,29118,8757052,,,
10/29/2021,43,NJ,40844,12258776,,,
10/29/2021,43,VT,4706,968719,,,
10/29/2021,43,FM,0,75359,,,
10/29/2021,43,MS,19771,2977515,,,
10/29/2021,43,WA,35742,10285260,,,
10/29/2021,43,IL,66664,16327459,,,
10/29/2021,43,NE,9132,2327593,,,
10/29/2021,43,ME,10188,1958722,,,
10/29/2021,43,MO,24484,6749321,,,
10/29/2021,43,NM,11758,2811799,,,
10/29/2021,43,AL,20222,4847422,,,
10/29/2021,43,WA,44503,10617850,,,
10/29/2021,43,PA,67416,17515023,,,
10/29/2021,43,KS,13685,3318381,,,
10/29/2021,43,MN,27952,7163740,,,
10/29/2021,43,TN,32447,7802225,,,
10/29/2021,43,DE,6173,1343649,,,
10/29/2021,43,OK,16905,4465341,,,
10/29/2021,43,TX,119597,35435094,,,
10/29/2021,43,GA,44462,11590547,,,
10/29/2021,43,IN,28772,7324797,,,
10/29/2021,43,CT,21750,5379321,,,
10/29/2021,43,KY,-411224,4870931,,,
10/29/2021,43,MO,27560,6893424,,,
10/29/2021,43,RI,7288,1601371,,,
10/29/2021,43,LA,15174,4847163,,,
10/29/2021,43,MD,332,8488592,,,
10/29/2021,43,ME,10796,2018081,,,
10/29/2021,43,TX,109098,34401476,,,
10/29/2021,43,SC,21038,5689244,,,
10/29/2021,43,MI,47948,11421987,,,
10/29/2021,43,LA,13420,4947804,,,
10/29/2021,43,NC,43336,12294458,,,
10/29/2021,43,ID,9196,1708246,,,
10/29/2021,43,UT,15311,3905797,,,
10/29/2021,43,PR,24493,4997396,,,
10/29/2021,43,NE,10946,2395300,,,
10/29/2021,43,NC,58162,12702194,,,
10/29/2021,43,IA,19492,3709734,,,
10/29/2021,43,AS,0,65651,,,
10/29/2021,43,HI,222,1969372,,,
10/29/2021,43,MH,0,42025,,,
10/29/2021,43,NJ,46780,12494291,,,
10/29/2021,43,NV,12225,3712703,,,
10/29/2021,43,NH,7896,1945110,,,
10/29/2021,43,OH,68192,12929897,,,
10/29/2021,43,WY,3155,591700,,,
10/29/2021,43,AR,15961,3330397,,,
10/29/2021,43,KY,24745,5028372,,,
10/29/2021,43,AZ,29352,9031005,,,
10/29/2021,43,PR,18359,5236554,,,
10/29/2021,43,NH,6688,1908129,,,
10/29/2021,43,WV,794,1589638,,,
10/29/2021,43,NV,11466,3624178,,,
10/29/2021,43,AK,4700,903057,,,
10/29/2021,43,US,1225216,419020753,,,
10/29/2021,43,CO,28417,7680360,,,
10/29/2021,43,IA,25345,3814502,,,
10/29/2021,43,CA,222572,53603148,,,
10/29/2021,43,AS,121,66751,,,
10/29/2021,43,OK,19262,4578948,,,
10/29/2021,43,SD,4814,1021666,,,
10/29/2021,43,OR,27094,5773633,,,
10/28/2021,43,OR,24299,5746539,,,
10/28/2021,43,IL,64087,16260795,,,
10/28/2021,43,WA,37393,10249518,,,
10/28/2021,43,MS,287,2957744,,,
10/28/2021,43,WY,2522,565644,,,
10/28/2021,43,MA,35648,10495032,,,
10/28/2021,43,MP,106,72498,,,
