Date,MMWR_week,Location,Administered_Daily,Administered_Cumulative,,Date,some
7/6/2021,27,SC,2789,4230969,,,
7/6/2021,27,CA,92093,43385135,,,
7/6/2021,27,NV,6336,2877876,,,
7/6/2021,27,MH,0,33729,,,
7/6/2021,27,NH,891,1547687,,,
7/6/2021,27,OR,2030,4612486,,,
7/6/2021,27,ND,8,646272,,,
7/6/2021,27,FL,30192,21329822,,,
7/5/2021,27,FL,113,21299630,,,
7/5/2021,27,ND,158,646264,,,
7/5/2021,27,OR,4264,4610456,,,
7/5/2021,27,LA,4414,3516274,,,
7/5/2021,27,MI,5,9467178,,,
7/5/2021,27,MA,9195,8905114,,,
7/5/2021,27,CT,4080,4525351,,,
7/5/2021,27,WY,27,431128,,,
7/5/2021,27,PW,0,25406,,,
7/5/2021,27,KY,4228,4029638,,,
7/5/2021,27,MS,1,1913816,,,
7/5/2021,27,WA,12729,8668740,,,
7/5/2021,27,IL,15445,13373949,,,
7/5/2021,27,AZ,8222,6822560,,,
7/5/2021,27,MA,8052,8988856,,,
7/5/2021,27,MT,621,986346,,,
7/5/2021,27,NY,20427,22012039,,,
7/5/2021,27,AL,4271,3509600,,,
7/5/2021,27,PA,9751,13912331,,,
7/5/2021,27,HI,1298,1698823,,,
7/5/2021,27,MP,0,56052,,,
7/5/2021,27,MT,477,946413,,,
7/5/2021,27,RI,1262,1331428,,,
7/5/2021,27,VT,896,856282,,,
7/5/2021,27,FM,254,51163,,,
7/5/2021,27,LA,6,3404244,,,
7/5/2021,27,NE,1723,1935306,,,
7/5/2021,27,HI,214,1688135,,,
7/5/2021,27,IA,2795,3055057,,,
7/5/2021,27,NC,10847,9713185,,,
7/5/2021,27,AS,0,47310,,,
7/5/2021,27,VT,438,872481,,,
7/5/2021,27,DE,1472,1049511,,,
7/5/2021,27,WY,345,448768,,,
7/5/2021,27,WV,22,1426348,,,
7/5/2021,27,NV,5850,2810688,,,
7/5/2021,27,TN,6745,5834077,,,
7/5/2021,27,DE,1058,1091153,,,
7/5/2021,27,WI,4765,6182289,,,
7/5/2021,27,OR,4802,4742548,,,
7/5/2021,27,NE,7148,1876150,,,
7/5/2021,27,ME,0,1623236,,,
7/5/2021,27,TN,6167,5492952,,,
7/5/2021,27,AR,2543,2260286,,,
7/5/2021,27,GU,222,191723,,,
7/5/2021,27,MN,4306,5914692,,,
7/5/2021,27,MP,143,56564,,,
7/5/2021,27,SC,5735,4324929,,,
7/5/2021,27,GU,27,202198,,,
7/5/2021,27,US,396634,339516778,,,
7/5/2021,27,PR,7597,4207477,,,
7/5/2021,27,WV,1426,1725660,,,
7/5/2021,27,WI,4325,5979967,,,
7/5/2021,27,ND,189,660797,,,
7/5/2021,27,NH,1478,1654280,,,
7/5/2021,27,OH,9396,10766699,,,
7/5/2021,27,NJ,13091,10144766,,,
7/5/2021,27,GA,12374,8611069,,,
7/5/2021,27,OK,3240,3295144,,,
7/5/2021,27,TX,45078,26839272,,,
7/5/2021,27,IN,6087,5952181,,,
7/5/2021,27,MS,2685,2149924,,,
7/5/2021,27,VA,11378,9319591,,,
7/5/2021,27,NH,353,1546796,,,
7/5/2021,27,MD,4809,6936541,,,
7/5/2021,27,ME,1165,1682005,,,
7/5/2021,27,TX,35492,25962446,,,
7/5/2021,27,DC,1128,873589,,,
7/5/2021,27,ID,1273,1444184,,,
7/5/2021,27,CA,65392,43147804,,,
7/5/2021,27,NC,11456,9348495,,,
7/5/2021,27,UT,3389,3014868,,,
7/5/2021,27,ID,1663,1333663,,,
7/5/2021,27,VI,0,78569,,,
7/5/2021,27,GA,33214,8517996,,,
7/5/2021,27,IL,18162,13105822,,,
7/5/2021,27,MH,125,35466,,,
7/5/2021,27,RI,3,1284039,,,
7/5/2021,27,VA,11674,9770994,,,
7/5/2021,27,OK,3382,3389481,,,
7/5/2021,27,SD,122,823564,,,
7/5/2021,27,MO,6795,5343578,,,
7/5/2021,27,SD,562,834120,,,
7/5/2021,27,IN,5563,5850855,,,
7/5/2021,27,DC,739,938410,,,
7/5/2021,27,AL,10324,3392366,,,
7/5/2021,27,WA,8765,8649420,,,
7/5/2021,27,KS,2007,2507249,,,
7/5/2021,27,PA,39652,14012901,,,
7/5/2021,27,NY,28887,22712534,,,
7/5/2021,27,FL,43205,22062070,,,
7/5/2021,27,MO,3729,5163421,,,
7/5/2021,27,NM,1885,2403326,,,
7/5/2021,27,PW,1,25805,,,
7/5/2021,27,AK,2563,674667,,,
7/5/2021,27,MD,8196,7144336,,,
7/5/2021,27,MH,0,33729,,,
7/5/2021,27,NV,5670,2871540,,,
7/5/2021,27,MN,4424,6180430,,,
7/5/2021,27,CO,6436,6474564,,,
7/5/2021,27,AR,2903,2364339,,,
7/5/2021,27,NJ,9812,9934599,,,
7/5/2021,27,CT,5022,4440769,,,
7/5/2021,27,VI,6,83731,,,
7/5/2021,27,FM,269,53084,,,
7/5/2021,27,OH,9011,10987603,,,
7/5/2021,27,PR,5413,3766057,,,
7/5/2021,27,KS,2594,2731446,,,
7/5/2021,27,AK,452,721073,,,
7/5/2021,27,US,390686,330994939,,,
7/5/2021,27,CO,4203,6241363,,,
7/5/2021,27,CA,43003,43293042,,,
7/5/2021,27,SC,5880,4228180,,,
7/5/2021,27,IA,2459,3117247,,,
7/5/2021,27,AS,0,48598,,,
7/5/2021,27,AZ,9491,7291110,,,
7/5/2021,27,KY,3932,3832861,,,
7/5/2021,27,UT,10,2857296,,,
7/5/2021,27,MI,8887,9786342,,,
7/5/2021,27,NM,1847,2325013,,,
7/4/2021,27,NM,447,2323166,,,
7/4/2021,27,MI,1199,9777455,,,
7/4/2021,27,UT,69,2857286,,,
7/4/2021,27,IN,546,5946094,,,
7/4/2021,27,TX,6978,26794194,,,
7/4/2021,27,OK,5293,3291904,,,
7/4/2021,27,GA,1219,8598695,,,
7/4/2021,27,NJ,1017,10131675,,,
7/4/2021,27,VT,97,872043,,,
7/4/2021,27,AS,227,47310,,,
7/4/2021,27,NC,1246,9702338,,,
7/4/2021,27,IA,3711,3052262,,,
7/4/2021,27,HI,1622,1687921,,,
7/4/2021,27,NE,248,1933583,,,
7/4/2021,27,IL,1315,13358504,,,
7/4/2021,27,WA,28973,8656011,,,
7/4/2021,27,MS,47,1913815,,,
7/4/2021,27,KY,7661,4025410,,,
7/4/2021,27,MI,6180,9467173,,,
7/4/2021,27,LA,569,3511860,,,
7/4/2021,27,OR,12720,4606192,,,
7/4/2021,27,ND,944,646106,,,
7/4/2021,27,FL,87431,21299517,,,
7/4/2021,27,PW,260,25406,,,
7/4/2021,27,WY,93,431101,,,
7/4/2021,27,CT,551,4521271,,,
7/4/2021,27,MA,11312,8895919,,,
7/4/2021,27,LA,59,3404238,,,
7/4/2021,27,FM,0,50909,,,
7/4/2021,27,VT,969,855386,,,
7/4/2021,27,RI,85,1330166,,,
7/4/2021,27,AZ,19295,6814338,,,
7/4/2021,27,MT,986,945936,,,
7/4/2021,27,MP,10,56052,,,
7/4/2021,27,MA,639,8980804,,,
7/4/2021,27,HI,111,1697525,,,
7/4/2021,27,PA,1451,13902580,,,
7/4/2021,27,AL,453,3505329,,,
7/4/2021,27,NY,39832,21991612,,,
7/4/2021,27,MT,52,985725,,,
7/4/2021,27,OH,16609,10757303,,,
7/4/2021,27,NH,266,1652802,,,
7/4/2021,27,ME,225,1623236,,,
7/4/2021,27,NE,74,1869002,,,
7/4/2021,27,NV,8720,2804838,,,
7/4/2021,27,WV,57,1426326,,,
7/4/2021,27,DE,1936,1048039,,,
7/4/2021,27,WY,67,448423,,,
7/4/2021,27,OR,276,4737746,,,
7/4/2021,27,WI,372,6177524,,,
7/4/2021,27,DE,94,1090095,,,
7/4/2021,27,TN,786,5827332,,,
7/4/2021,27,ND,9,660608,,,
7/4/2021,27,WI,25562,5975642,,,
7/4/2021,27,WV,193,1724234,,,
7/4/2021,27,GU,1,191501,,,
7/4/2021,27,AR,5289,2257743,,,
7/4/2021,27,TN,10270,5486785,,,
7/4/2021,27,PR,916,4199880,,,
7/4/2021,27,MN,7560,5910386,,,
7/4/2021,27,US,50304,339120144,,,
7/4/2021,27,GU,9,202171,,,
7/4/2021,27,SC,505,4319194,,,
7/4/2021,27,MP,25,56421,,,
7/4/2021,27,KY,515,3828929,,,
7/4/2021,27,AZ,1355,7281619,,,
7/4/2021,27,FL,5378,22018865,,,
7/4/2021,27,NY,5323,22683647,,,
7/4/2021,27,CA,106296,43082412,,,
7/4/2021,27,ID,139,1442911,,,
7/4/2021,27,DC,1507,872461,,,
7/4/2021,27,TX,48435,25926954,,,
7/4/2021,27,ME,305,1680840,,,
7/4/2021,27,MD,11053,6931732,,,
7/4/2021,27,SD,86,833558,,,
7/4/2021,27,VA,16635,9308213,,,
7/4/2021,27,MS,261,2147239,,,
7/4/2021,27,NH,287,1546443,,,
7/4/2021,27,PA,528,13973249,,,
7/4/2021,27,KS,4606,2505242,,,
7/4/2021,27,WA,1630,8640655,,,
7/4/2021,27,AL,46,3382042,,,
7/4/2021,27,DC,87,937671,,,
7/4/2021,27,VA,2091,9759320,,,
7/4/2021,27,RI,2035,1284036,,,
7/4/2021,27,MH,1,35341,,,
7/4/2021,27,IL,29187,13087660,,,
7/4/2021,27,GA,152,8484782,,,
7/4/2021,27,VI,22,78569,,,
7/4/2021,27,ID,2599,1332000,,,
7/4/2021,27,UT,425,3011479,,,
7/4/2021,27,NC,15334,9337039,,,
7/4/2021,27,IN,8993,5845292,,,
7/4/2021,27,SD,267,823442,,,
7/4/2021,27,OK,379,3386099,,,
7/4/2021,27,MO,617,5336783,,,
7/4/2021,27,AS,0,48598,,,
7/4/2021,27,IA,373,3114788,,,
7/4/2021,27,SC,8509,4222300,,,
7/4/2021,27,CA,3670,43250039,,,
7/4/2021,27,OH,1440,10978592,,,
7/4/2021,27,FM,185,52815,,,
7/4/2021,27,VI,18,83725,,,
7/4/2021,27,NV,684,2865870,,,
7/4/2021,27,MH,652,33729,,,
7/4/2021,27,NM,4957,2401441,,,
7/4/2021,27,MO,7140,5159692,,,
7/4/2021,27,MD,992,7136140,,,
7/4/2021,27,AK,3419,672104,,,
7/4/2021,27,PW,1,25804,,,
7/4/2021,27,CT,13076,4435747,,,
7/4/2021,27,CO,1161,6468128,,,
7/4/2021,27,MN,406,6176006,,,
7/4/2021,27,NJ,17294,9924787,,,
7/4/2021,27,AR,475,2361436,,,
7/4/2021,27,CO,8276,6237160,,,
7/4/2021,27,US,633702,330604253,,,
7/4/2021,27,AK,121,720621,,,
7/4/2021,27,PR,15865,3760644,,,
7/4/2021,27,KS,308,2728852,,,
7/3/2021,26,KS,1961,2728544,,,
7/3/2021,26,MN,9026,5902826,,,
7/3/2021,26,MP,426,56042,,,
7/3/2021,26,MT,1327,944950,,,
7/3/2021,26,LA,3164,3511291,,,
7/3/2021,26,MI,7201,9460993,,,
7/3/2021,26,NJ,14036,10130658,,,
7/3/2021,26,GA,12147,8597476,,,
7/3/2021,26,OK,5642,3286611,,,
7/3/2021,26,TX,37404,26787216,,,
7/3/2021,26,IN,4188,5945548,,,
7/3/2021,26,UT,204,2857217,,,
7/3/2021,26,MI,7678,9776256,,,
7/3/2021,26,NM,1325,2322719,,,
7/3/2021,26,KY,6998,4017749,,,
7/3/2021,26,MS,190,1913768,,,
7/3/2021,26,WA,19232,8627038,,,
7/3/2021,26,IL,14492,13357189,,,
7/3/2021,26,NE,1071,1933335,,,
7/3/2021,26,HI,1925,1686299,,,
7/3/2021,26,IA,7542,3048551,,,
7/3/2021,26,NC,8939,9701092,,,
7/3/2021,26,AS,52,47083,,,
7/3/2021,26,VT,379,871946,,,
7/3/2021,26,AZ,13463,6795043,,,
7/3/2021,26,FL,44346,21212086,,,
7/3/2021,26,ND,947,645162,,,
7/3/2021,26,OR,7980,4593472,,,
7/3/2021,26,RI,1360,1330081,,,
7/3/2021,26,VT,951,854417,,,
7/3/2021,26,FM,0,50909,,,
7/3/2021,26,LA,16013,3404179,,,
7/3/2021,26,PW,0,25146,,,
7/3/2021,26,MA,11929,8884607,,,
7/3/2021,26,CT,4508,4520720,,,
7/3/2021,26,WY,6983,431008,,,
7/3/2021,26,PR,5252,4198964,,,
7/3/2021,26,DE,2359,1046103,,,
7/3/2021,26,NH,2142,1652536,,,
7/3/2021,26,OH,16148,10740694,,,
7/3/2021,26,MA,7988,8980165,,,
7/3/2021,26,MT,306,985673,,,
7/3/2021,26,NY,76841,21951780,,,
7/3/2021,26,AL,2915,3504876,,,
7/3/2021,26,PA,11721,13901129,,,
7/3/2021,26,HI,2021,1697414,,,
7/3/2021,26,WV,2274,1426269,,,
7/3/2021,26,NV,6109,2796118,,,
7/3/2021,26,NE,87,1868928,,,
7/3/2021,26,ME,2767,1623011,,,
7/3/2021,26,TN,179500,5476515,,,
7/3/2021,26,WI,3011,6177152,,,
7/3/2021,26,OR,3373,4737470,,,
7/3/2021,26,WY,258,448356,,,
7/3/2021,26,AR,5384,2252454,,,
7/3/2021,26,GU,1756,191500,,,
7/3/2021,26,TN,4928,5826546,,,
7/3/2021,26,DE,1110,1090001,,,
7/3/2021,26,WV,993,1724041,,,
7/3/2021,26,WI,21709,5950080,,,
7/3/2021,26,ND,151,660599,,,
7/3/2021,26,PR,48187,3744779,,,
7/3/2021,26,IN,223259,5836299,,,
7/3/2021,26,ID,933,1442772,,,
7/3/2021,26,CA,97273,42976116,,,
7/3/2021,26,NY,29728,22678324,,,
7/3/2021,26,FL,36981,22013487,,,
7/3/2021,26,MP,262,56396,,,
7/3/2021,26,SC,4151,4318689,,,
7/3/2021,26,GU,624,202162,,,
7/3/2021,26,US,357674,339069840,,,
7/3/2021,26,AZ,7779,7280264,,,
7/3/2021,26,KY,2900,3828414,,,
7/3/2021,26,NC,11443,9321705,,,
7/3/2021,26,UT,2832,3011054,,,
7/3/2021,26,ID,1928,1329401,,,
7/3/2021,26,MS,1739,2146978,,,
7/3/2021,26,VA,17831,9291578,,,
7/3/2021,26,SD,401,833472,,,
7/3/2021,26,MD,11766,6920679,,,
7/3/2021,26,ME,1060,1680535,,,
7/3/2021,26,TX,63092,25878519,,,
7/3/2021,26,DC,3709,870954,,,
7/3/2021,26,VI,218,78547,,,
7/3/2021,26,GA,38022,8484630,,,
7/3/2021,26,IL,26789,13058473,,,
7/3/2021,26,MH,151,35340,,,
7/3/2021,26,RI,728,1282001,,,
7/3/2021,26,VA,10211,9757229,,,
7/3/2021,26,NH,11887,1546156,,,
7/3/2021,26,DC,727,937584,,,
7/3/2021,26,AL,16373,3381996,,,
7/3/2021,26,WA,8211,8639025,,,
7/3/2021,26,KS,4305,2500636,,,
7/3/2021,26,PA,29496,13972721,,,
7/3/2021,26,AK,351,720500,,,
7/3/2021,26,US,1161081,329970551,,,
7/3/2021,26,CO,16862,6228884,,,
7/3/2021,26,PW,0,25803,,,
7/3/2021,26,AK,1407,668685,,,
7/3/2021,26,MD,7548,7135148,,,
7/3/2021,26,CA,48831,43246369,,,
7/3/2021,26,SC,7512,4213791,,,
7/3/2021,26,IA,1663,3114415,,,
7/3/2021,26,AS,364,48598,,,
7/3/2021,26,OK,2672,3385720,,,
7/3/2021,26,SD,1186,823175,,,
7/3/2021,26,MO,4648,5336166,,,
7/3/2021,26,MO,19688,5152552,,,
7/3/2021,26,NM,5127,2396484,,,
7/3/2021,26,VI,10,83707,,,
7/3/2021,26,FM,109,52630,,,
7/3/2021,26,OH,7924,10977152,,,
7/3/2021,26,MH,0,33077,,,
7/3/2021,26,NV,4515,2865186,,,
7/3/2021,26,AR,2132,2360961,,,
7/3/2021,26,NJ,21265,9907493,,,
7/3/2021,26,CT,481,4422671,,,
7/3/2021,26,MN,2804,6175600,,,
7/3/2021,26,CO,5733,6466967,,,
7/2/2021,26,CO,11528,6461234,,,
7/2/2021,26,MN,7109,6172796,,,
7/2/2021,26,DE,1856,1088891,,,
7/2/2021,26,TN,10328,5821618,,,
7/2/2021,26,LA,7945,3388166,,,
7/2/2021,26,FM,277,50909,,,
7/2/2021,26,VT,975,853466,,,
7/2/2021,26,RI,2069,1328721,,,
7/2/2021,26,IN,8855,5941360,,,
7/2/2021,26,TX,59091,26749812,,,
7/2/2021,26,OK,6939,3280969,,,
7/2/2021,26,GA,17843,8585329,,,
7/2/2021,26,NJ,20983,10116622,,,
7/2/2021,26,MN,9730,5893800,,,
7/2/2021,26,KS,4512,2726583,,,
7/2/2021,26,MI,15145,9453792,,,
7/2/2021,26,LA,6783,3508127,,,
7/2/2021,26,MT,2154,943623,,,
7/2/2021,26,MP,0,55616,,,
7/2/2021,26,OR,8605,4585492,,,
7/2/2021,26,ND,1107,644215,,,
7/2/2021,26,FL,54650,21167740,,,
7/2/2021,26,NM,3439,2321394,,,
7/2/2021,26,MI,13160,9768578,,,
7/2/2021,26,UT,36,2857013,,,
7/2/2021,26,AZ,12987,6781580,,,
7/2/2021,26,IL,22264,13342697,,,
7/2/2021,26,WA,18753,8607806,,,
7/2/2021,26,MS,163,1913578,,,
7/2/2021,26,KY,7808,4010751,,,
7/2/2021,26,VT,745,871567,,,
7/2/2021,26,AS,251,47031,,,
7/2/2021,26,NC,17519,9692153,,,
7/2/2021,26,IA,1668,3041009,,,
7/2/2021,26,HI,4158,1684374,,,
7/2/2021,26,NE,2810,1932264,,,
7/2/2021,26,GU,64,189744,,,
7/2/2021,26,AR,6453,2247070,,,
7/2/2021,26,MA,11531,8972177,,,
7/2/2021,26,PR,11424,4193712,,,
7/2/2021,26,PW,23,25146,,,
7/2/2021,26,WY,787,424025,,,
7/2/2021,26,CT,6519,4516212,,,
7/2/2021,26,MA,14316,8872678,,,
7/2/2021,26,OH,21353,10724546,,,
7/2/2021,26,NH,2897,1650394,,,
7/2/2021,26,DE,2362,1043744,,,
7/2/2021,26,WY,797,448098,,,
7/2/2021,26,NV,6162,2790009,,,
7/2/2021,26,WV,3554,1423995,,,
7/2/2021,26,HI,3148,1695393,,,
7/2/2021,26,PA,20560,13889408,,,
7/2/2021,26,AL,6759,3501961,,,
7/2/2021,26,NY,23915,21874939,,,
7/2/2021,26,MT,1057,985367,,,
7/2/2021,26,OR,7925,4734097,,,
7/2/2021,26,WI,8280,6174141,,,
7/2/2021,26,ME,4994,1620244,,,
7/2/2021,26,NE,53,1868841,,,
7/2/2021,26,TN,13142,5297015,,,
7/2/2021,26,CT,8078,4422190,,,
7/2/2021,26,VA,16630,9747018,,,
7/2/2021,26,RI,2371,1281273,,,
7/2/2021,26,MH,75,35189,,,
7/2/2021,26,IL,29652,13031684,,,
7/2/2021,26,GA,924,8446608,,,
7/2/2021,26,VI,184,78329,,,
7/2/2021,26,CA,107158,42878843,,,
7/2/2021,26,ID,2175,1441839,,,
7/2/2021,26,IN,12706,5613040,,,
7/2/2021,26,ND,819,660448,,,
7/2/2021,26,WI,10092,5928371,,,
7/2/2021,26,WV,2227,1723048,,,
7/2/2021,26,PR,91,3696592,,,
7/2/2021,26,DC,2201,867245,,,
7/2/2021,26,TX,58960,25815427,,,
7/2/2021,26,ME,1855,1679475,,,
7/2/2021,26,MD,17569,6908913,,,
7/2/2021,26,SD,1191,833071,,,
7/2/2021,26,US,620480,338712166,,,
7/2/2021,26,GU,747,201538,,,
7/2/2021,26,SC,8844,4314538,,,
7/2/2021,26,MP,178,56134,,,
7/2/2021,26,FL,48458,21976506,,,
7/2/2021,26,NY,42791,22648596,,,
7/2/2021,26,VA,24582,9273747,,,
7/2/2021,26,MS,4074,2145239,,,
7/2/2021,26,KY,5807,3825514,,,
7/2/2021,26,AZ,14110,7272485,,,
7/2/2021,26,ID,1772,1327473,,,
7/2/2021,26,UT,6995,3008222,,,
7/2/2021,26,NC,25192,9310262,,,
7/2/2021,26,NJ,21394,9886228,,,
7/2/2021,26,AR,6069,2358829,,,
7/2/2021,26,MO,10748,5331518,,,
7/2/2021,26,CO,8478,6212022,,,
7/2/2021,26,US,657166,328809470,,,
7/2/2021,26,AK,1069,720149,,,
7/2/2021,26,NH,1528,1534269,,,
7/2/2021,26,PA,29151,13943225,,,
7/2/2021,26,KS,4619,2496331,,,
7/2/2021,26,WA,16095,8630814,,,
7/2/2021,26,AL,227,3365623,,,
7/2/2021,26,DC,1323,936857,,,
7/2/2021,26,SD,1261,821989,,,
7/2/2021,26,OK,5798,3383048,,,
7/2/2021,26,MD,12617,7127600,,,
7/2/2021,26,AK,7043,667278,,,
7/2/2021,26,PW,260,25803,,,
7/2/2021,26,AS,224,48234,,,
7/2/2021,26,IA,4021,3112752,,,
7/2/2021,26,SC,7701,4206279,,,
7/2/2021,26,CA,89842,43197538,,,
7/2/2021,26,NV,7091,2860671,,,
7/2/2021,26,MH,0,33077,,,
7/2/2021,26,NM,6934,2391357,,,
7/2/2021,26,MO,9894,5132864,,,
7/2/2021,26,OH,14143,10969228,,,
7/2/2021,26,FM,278,52521,,,
7/2/2021,26,VI,215,83697,,,
7/1/2021,26,VI,216,83482,,,
7/1/2021,26,FM,297,52243,,,
7/1/2021,26,OH,14706,10955085,,,
7/1/2021,26,NE,3163,1868788,,,
7/1/2021,26,ME,10318,1615250,,,
7/1/2021,26,AZ,271958,6768593,,,
7/1/2021,26,MN,16894,5884070,,,
7/1/2021,26,TN,10601,5811290,,,
7/1/2021,26,DE,2097,1087035,,,
7/1/2021,26,MN,8727,6165687,,,
7/1/2021,26,CO,10995,6449706,,,
7/1/2021,26,NJ,20392,10095639,,,
7/1/2021,26,GA,17957,8567486,,,
7/1/2021,26,OK,6680,3274030,,,
7/1/2021,26,TX,57219,26690721,,,
7/1/2021,26,IN,9167,5932505,,,
7/1/2021,26,RI,1680,1326652,,,
7/1/2021,26,VT,908,852491,,,
7/1/2021,26,FM,125,50632,,,
7/1/2021,26,LA,40728,3380221,,,
7/1/2021,26,UT,9167,2856977,,,
7/1/2021,26,MI,13408,9755418,,,
7/1/2021,26,NM,3960,2317955,,,
7/1/2021,26,KS,4793,2722071,,,
7/1/2021,26,FL,50040,21113090,,,
7/1/2021,26,ND,1202,643108,,,
7/1/2021,26,OR,59196,4576887,,,
7/1/2021,26,LA,7321,3501344,,,
7/1/2021,26,MI,14610,9438647,,,
7/1/2021,26,MP,0,55616,,,
7/1/2021,26,MT,1413,941469,,,
7/1/2021,26,WI,9400,6165861,,,
7/1/2021,26,OR,7320,4726172,,,
7/1/2021,26,PW,0,25123,,,
7/1/2021,26,AR,10743,2240617,,,
7/1/2021,26,GU,1840,189680,,,
7/1/2021,26,KY,8684,4002943,,,
7/1/2021,26,MS,3908,1913415,,,
7/1/2021,26,WA,25275,8589053,,,
7/1/2021,26,IL,23645,13320433,,,
7/1/2021,26,NE,2879,1929454,,,
7/1/2021,26,HI,2045,1680216,,,
7/1/2021,26,IA,4210,3039341,,,
7/1/2021,26,NC,16756,9674634,,,
7/1/2021,26,AS,677,46780,,,
7/1/2021,26,VT,770,870822,,,
7/1/2021,26,PR,11510,4182288,,,
7/1/2021,26,MA,11911,8960646,,,
7/1/2021,26,MT,1308,984310,,,
7/1/2021,26,NY,60527,21851024,,,
7/1/2021,26,AL,6666,3495202,,,
7/1/2021,26,PA,20515,13868848,,,
7/1/2021,26,HI,3199,1692245,,,
7/1/2021,26,NH,2621,1647497,,,
7/1/2021,26,OH,18225,10703193,,,
7/1/2021,26,MA,21526,8858362,,,
7/1/2021,26,CT,6288,4509693,,,
7/1/2021,26,WY,1489,423238,,,
7/1/2021,26,WV,2821,1420441,,,
7/1/2021,26,NV,7749,2783847,,,
7/1/2021,26,DE,2207,1041382,,,
7/1/2021,26,WY,768,447301,,,
7/1/2021,26,MO,11390,5122970,,,
7/1/2021,26,NM,4129,2384423,,,
7/1/2021,26,MS,4636,2141165,,,
7/1/2021,26,VA,18505,9249165,,,
7/1/2021,26,ID,2312,1439664,,,
7/1/2021,26,CA,127601,42771685,,,
7/1/2021,26,VI,176,78145,,,
7/1/2021,26,GA,22881,8445684,,,
7/1/2021,26,IL,30759,13002032,,,
7/1/2021,26,MH,37,35114,,,
7/1/2021,26,RI,2844,1278902,,,
7/1/2021,26,VA,17193,9730388,,,
7/1/2021,26,TN,11246,5283873,,,
7/1/2021,26,CT,8707,4414112,,,
7/1/2021,26,NY,41208,22605805,,,
7/1/2021,26,FL,45285,21928048,,,
7/1/2021,26,WV,2685,1720821,,,
7/1/2021,26,WI,11794,5918279,,,
7/1/2021,26,ND,1248,659629,,,
7/1/2021,26,IN,12815,5600334,,,
7/1/2021,26,MP,235,55956,,,
7/1/2021,26,SC,7515,4305694,,,
7/1/2021,26,GU,570,200791,,,
7/1/2021,26,US,605168,338091686,,,
7/1/2021,26,PR,465769,3696501,,,
7/1/2021,26,SD,1181,831880,,,
7/1/2021,26,MD,14895,6891344,,,
7/1/2021,26,ME,2123,1677620,,,
7/1/2021,26,TX,70087,25756467,,,
7/1/2021,26,DC,1451,865044,,,
7/1/2021,26,MH,0,33077,,,
7/1/2021,26,NV,5911,2853580,,,
7/1/2021,26,DC,1399,935534,,,
7/1/2021,26,AL,14789,3365396,,,
7/1/2021,26,WA,15241,8614719,,,
7/1/2021,26,KS,7535,2491712,,,
7/1/2021,26,PA,40094,13914074,,,
7/1/2021,26,AR,5276,2352760,,,
7/1/2021,26,NJ,23340,9864834,,,
7/1/2021,26,AZ,14098,7258375,,,
7/1/2021,26,KY,5836,3819707,,,
7/1/2021,26,NC,20416,9285070,,,
7/1/2021,26,UT,6227,3001227,,,
7/1/2021,26,ID,2128,1325701,,,
7/1/2021,26,NH,17376,1532741,,,
7/1/2021,26,MO,10123,5320770,,,
7/1/2021,26,AK,983,719080,,,
7/1/2021,26,US,1630778,328152304,,,
7/1/2021,26,CO,14580,6203544,,,
7/1/2021,26,CA,79641,43107696,,,
7/1/2021,26,SC,8519,4198578,,,
7/1/2021,26,IA,3736,3108731,,,
7/1/2021,26,AS,81,48010,,,
7/1/2021,26,OK,5463,3377250,,,
7/1/2021,26,SD,1441,820728,,,
7/1/2021,26,PW,3,25543,,,
7/1/2021,26,AK,1563,660235,,,
7/1/2021,26,MD,13054,7114983,,,
6/30/2021,26,MD,14345,7101929,,,
6/30/2021,26,AK,3179,658672,,,
6/30/2021,26,PW,1,25540,,,
6/30/2021,26,DE,1617,1039175,,,
6/30/2021,26,OR,8312,4517691,,,
6/30/2021,26,ND,781,641906,,,
6/30/2021,26,FL,47267,21063050,,,
6/30/2021,26,DE,2085,1084938,,,
6/30/2021,26,TN,10041,5800689,,,
6/30/2021,26,ME,1449,1604932,,,
6/30/2021,26,NE,5603,1865625,,,
6/30/2021,26,OH,14894,10940379,,,
6/30/2021,26,FM,298,51946,,,
6/30/2021,26,VI,226,83266,,,
6/30/2021,26,MN,31917,5867176,,,
6/30/2021,26,AZ,11265,6496635,,,
6/30/2021,26,KS,4705,2717278,,,
6/30/2021,26,CO,11336,6438711,,,
6/30/2021,26,MN,9092,6156960,,,
6/30/2021,26,NM,4513,2313995,,,
6/30/2021,26,MI,14054,9742010,,,
6/30/2021,26,UT,4748,2847810,,,
6/30/2021,26,IN,11485,5923338,,,
6/30/2021,26,TX,58932,26633502,,,
6/30/2021,26,OK,5800,3267350,,,
6/30/2021,26,GA,18268,8549529,,,
6/30/2021,26,NJ,22057,10075247,,,
6/30/2021,26,LA,6398,3339493,,,
6/30/2021,26,FM,455,50507,,,
6/30/2021,26,VT,334,851583,,,
6/30/2021,26,RI,1439,1324972,,,
6/30/2021,26,NV,7908,2776098,,,
6/30/2021,26,WV,1834,1417620,,,
6/30/2021,26,IL,24894,13296788,,,
6/30/2021,26,WA,20757,8563778,,,
6/30/2021,26,MS,3019,1909507,,,
6/30/2021,26,KY,6502,3994259,,,
6/30/2021,26,OR,7790,4718852,,,
6/30/2021,26,WI,9224,6156461,,,
6/30/2021,26,MI,12566,9424037,,,
6/30/2021,26,LA,7485,3494023,,,
